"gene"	"ncpgs_orig"	"ncpgs"	"treatment.ratio"	"converged"	"p.value.treatment"	"p.value.inter"	"adj.p.value.treatment"	"adj.p.value.inter"
"SpisGene162"	31	31	1	1	1	1	1	1
"SpisGene163"	173	171	1.01473626234206	1	0.0427152720218715	1	0.14783592896514	1
"SpisGene164"	106	106	1	1	1	1	1	1
"SpisGene165"	95	95	1	1	1	1	1	1
"SpisGene166"	16	16	1	1	1	1	1	1
"SpisGene167"	19	17	1	1	1	1	1	1
"SpisGene170"	153	153	1.03172479114618	1	0.00156279110606887	1	0.0137876681380096	1
"SpisGene172"	115	112	1	1	1	1	1	1
"SpisGene173"	18	18	1	1	1	1	1	1
"SpisGene176"	70	68	1	1	1	1	1	1
"SpisGene177"	113	113	1	1	1	1	1	1
"SpisGene178"	49	48	1	1	1	1	1	1
"SpisGene179"	15	15	1	1	1	1	1	1
"SpisGene181"	74	74	1.04940123590985	1	0.0024428408045361	1	0.0192191763216478	1
"SpisGene182"	46	46	0.927539110860845	1	0.00096915951385154	1	0.00986246623737628	1
"SpisGene183"	72	72	1	1	1	1	1	1
"SpisGene184"	230	229	1.0227054542283	1	0.0323393466571898	1	0.121280757920466	1
"SpisGene185"	169	169	1	1	1	1	1	1
"SpisGene186"	95	95	1.0187781066582	1	0.0303669628126712	1	0.116364689450215	1
"SpisGene187"	253	253	1	1	1	1	1	1
"SpisGene188"	35	35	1.02819493375851	1	0.0335088816101759	1	0.124237345601863	1
"SpisGene190"	27	25	1.07711392336404	1	0.0106083818545827	1	0.0547054852082295	1
"SpisGene191"	30	29	1	1	1	1	1	1
"SpisGene192"	67	67	1.02003424155598	1	0.101391361160573	1	0.278399173533565	1
"SpisGene203"	91	77	1	1	1	1	1	1
"SpisGene205"	43	43	1	1	1	1	1	1
"SpisGene210"	65	58	1	1	1	1	1	1
"SpisGene212"	167	165	1.02398768619429	1	0.000979267624379425	1	0.00994706124048835	1
"SpisGene214"	36	36	0.951171723622991	1	0.18545361743344	1	0.443791187302392	1
"SpisGene216"	124	121	1	1	1	1	1	1
"SpisGene218"	208	194	0.981160445653671	1	0.0125129567971172	1	0.0620675742012634	1
"SpisGene219"	22	22	1	1	1	1	1	1
"SpisGene222"	27	27	1.01120943053839	1	0.19410448504573	0.00084844107686191	0.461079787911976	0.0266357620787073
"SpisGene223"	36	36	1	1	1	1	1	1
"SpisGene224"	37	32	0.907153347199629	1	0.173321103953967	1	0.418919187353951	1
"SpisGene225"	77	76	1	1	1	1	1	1
"SpisGene226"	54	54	1	1	1	1	1	1
"SpisGene227"	39	38	1.03754939439935	1	0.0290471539213977	1	0.112828797671549	1
"SpisGene229"	159	140	1	1	1	1	1	1
"SpisGene238"	61	59	1	1	1	1	1	1
"SpisGene240"	66	66	1.05637121317807	1	0.000706704942994901	1	0.00783170417826949	1
"SpisGene241"	30	30	1	1	1	1	1	1
"SpisGene242"	63	62	1	1	1	1	1	1
"SpisGene243"	47	46	1	1	1	1	1	1
"SpisGene248"	140	93	1	1	1	1	1	1
"SpisGene253"	240	9	1	1	1	1	1	1
"SpisGene255"	31	18	1	1	1	1	1	1
"SpisGene258"	67	16	1	1	1	1	1	1
"SpisGene266"	15	12	1	1	1	1	1	1
"SpisGene268"	80	71	1	1	1	1	1	1
"SpisGene269"	265	263	1.0251134364859	1	0.00292303605084275	1	0.0219912325291509	1
"SpisGene270"	55	54	1.04352296871722	1	0.014483731266844	1	0.0682084285658056	1
"SpisGene271"	137	131	0.985650324442856	1	0.791230999953473	1	1	1
"SpisGene272"	14	13	1.15914803737387	1	0.0919859720206988	1	0.259716825970289	1
"SpisGene273"	91	85	1	1	1	1	1	1
"SpisGene276"	73	72	1	1	1	1	1	1
"SpisGene277"	263	263	1.01724969595158	1	0.0480313866561913	1	0.161035345313474	1
"SpisGene279"	244	217	1.03761796027321	1	0.00660916455130052	1	0.0386389211611556	1
"SpisGene281"	278	270	1	1	1	1	1	1
"SpisGene282"	125	125	1	1	1	1	1	1
"SpisGene283"	48	48	1	1	1	1	1	1
"SpisGene284"	230	230	1	1	1	1	1	1
"SpisGene285"	40	40	1	1	1	1	1	1
"SpisGene287"	39	23	0.669909547820468	1	4.95893914364944e-07	1	2.4754488103569e-05	1
"SpisGene290"	67	67	1	1	1	1	1	1
"SpisGene291"	258	254	1.01389233794108	1	0.737260183040922	1	1	1
"SpisGene292"	60	59	1	1	1	1	1	1
"SpisGene295"	108	107	1	1	1	1	1	1
"SpisGene296"	76	75	1.02537344207406	1	0.00191869492529668	3.05535048027977e-07	0.0160475299336889	2.94429513238786e-05
"SpisGene298"	45	43	1	1	1	1	1	1
"SpisGene299"	20	18	1.17847488275355	1	0.00126171575092934	1	0.0118908875614425	1
"SpisGene300"	42	41	1	1	1	1	1	1
"SpisGene301"	78	76	1.03746188969158	1	0.00744714864248171	1	0.0420638640448432	1
"SpisGene302"	313	311	0.991858653079672	1	0.0775818553751439	1	0.229142390061798	1
"SpisGene303"	111	111	1.01583316628818	1	0.0877650736513076	1	0.25164619565428	1
"SpisGene309"	51	49	1	1	1	1	1	1
"SpisGene311"	37	36	1	1	1	1	1	1
"SpisGene312"	58	58	1	1	1	1	1	1
"SpisGene313"	69	67	1.03564219879133	1	0.028660261540567	1	0.11196138111261	1
"SpisGene314"	36	36	1	1	1	1	1	1
"SpisGene315"	122	116	1	1	1	1	1	1
"SpisGene316"	99	99	1.03146903758037	1	0.0131668815350867	1	0.0640103546450489	1
"SpisGene317"	165	165	1	1	1	1	1	1
"SpisGene318"	37	37	1	1	1	1	1	1
"SpisGene319"	43	43	1	1	1	1	1	1
"SpisGene322"	47	30	1	1	1	1	1	1
"SpisGene323"	24	16	1	1	1	1	1	1
"SpisGene324"	6	5	1	1	1	1	1	1
"SpisGene327"	28	19	0.854421564303535	1	0.0623583950304826	1	0.194784808089313	1
"SpisGene328"	30	20	0.815164635893026	1	0.0642040910844401	0.00391890759846183	0.199581974024619	0.0993806270163708
"SpisGene329"	10	9	1.16051914288545	1	0.14658176994918	1	0.367183357725318	1
"SpisGene330"	26	22	1	1	1	1	1	1
"SpisGene331"	86	74	1	1	1	1	1	1
"SpisGene333"	32	32	1.11730232238237	1	0.017072951200509	1	0.0771113314091609	1
"SpisGene334"	65	63	1	1	1	1	1	1
"SpisGene335"	16	16	1.1321318192957	1	0.000808169663209192	1	0.00865030836770453	1
"SpisGene336"	456	445	1	1	1	1	1	1
"SpisGene337"	249	248	1	1	1	1	1	1
"SpisGene339"	62	62	1	1	1	1	1	1
"SpisGene340"	6	6	0.995480080630175	1	0.499668317593428	0.0208141232317458	1	0.417866147924289
"SpisGene341"	188	187	1.01870330107699	1	0.000348887274897532	1	0.00459734694460696	1
"SpisGene344"	137	136	1	1	1	1	1	1
"SpisGene345"	80	76	0.941168098884897	1	0.000535755863556842	1	0.00644485312563664	1
"SpisGene346"	41	38	0.849264003215128	1	1.91140626272443e-05	1	0.00047815359375874	1
"SpisGene347"	16	14	1	1	1	1	1	1
"SpisGene348"	48	46	1	1	1	1	1	1
"SpisGene352"	118	118	1	1	1	1	1	1
"SpisGene353"	250	243	1.01014442833992	1	0.0346638417424961	1	0.127284524251273	1
"SpisGene355"	75	72	1	1	1	1	1	1
"SpisGene356"	100	100	1.02729097829254	1	0.0050208138780782	1	0.0318602444687457	1
"SpisGene357"	390	386	1.01648068137387	1	0.02793875107072	1	0.110262549631666	1
"SpisGene358"	106	102	1	1	1	1	1	1
"SpisGene359"	8	6	1	1	1	1	1	1
"SpisGene360"	563	559	1.00835941268366	1	0.0943749786718549	1	0.264507717157688	1
"SpisGene361"	460	446	1.02340903432283	1	0.020658628116687	1	0.0882230893214357	1
"SpisGene362"	41	41	1	1	1	1	1	1
"SpisGene367"	60	49	1	1	1	1	1	1
"SpisGene368"	75	75	1	1	1	1	1	1
"SpisGene369"	171	166	0.982444351884063	1	0.00483148779809826	1	0.0310751873351857	1
"SpisGene370"	211	210	1	1	1	1	1	1
"SpisGene371"	38	38	1	1	1	1	1	1
"SpisGene372"	69	67	1	1	1	1	1	1
"SpisGene377"	481	471	1.02537178275653	1	4.04752994825944e-09	1	4.67236738402199e-07	1
"SpisGene378"	484	482	1.01070616223968	1	0.310258172783879	1	0.686420656975634	1
"SpisGene382"	567	550	1	1	1	1	1	1
"SpisGene383"	1119	995	1.0190265773076	1	1.26775876333623e-06	1	5.43097236737052e-05	1
"SpisGene393"	57	43	1	1	1	1	1	1
"SpisGene398"	213	196	1	1	1	1	1	1
"SpisGene400"	212	165	1.01532036925679	1	0.769383151327264	1	1	1
"SpisGene401"	138	136	1.03788878188092	1	5.24455679901197e-05	1	0.00106642529259909	1
"SpisGene403"	59	56	0.998087197095519	1	0.487415604610646	1.53045995717091e-07	1	1.58509880797832e-05
"SpisGene407"	77	61	1.07879658930541	1	0.376175383009072	1	0.812310131431515	1
"SpisGene408"	109	106	1	1	1	1	1	1
"SpisGene410"	125	113	1	1	1	1	1	1
"SpisGene411"	46	46	1.03648518283357	1	0.122050695529351	1	0.318764222404921	1
"SpisGene415"	57	56	1	1	1	1	1	1
"SpisGene416"	141	132	1	1	1	1	1	1
"SpisGene417"	71	63	1.14838511257576	1	4.58398138727326e-07	1	2.31962017049143e-05	1
"SpisGene420"	10	10	1	1	1	1	1	1
"SpisGene421"	94	86	1.03548956376231	1	0.00182929238724695	1	0.0155223723089363	1
"SpisGene422"	163	163	1	1	1	1	1	1
"SpisGene423"	212	212	1	1	1	1	1	1
"SpisGene424"	23	21	1	1	1	1	1	1
"SpisGene425"	229	227	0.985359818116029	1	0.00414898676789866	1	0.0279210555340255	1
"SpisGene427"	138	131	1.0276976839596	1	0.0885214982863154	1	0.253187846843963	1
"SpisGene429"	350	348	0.986192629359287	1	0.151712114456589	1	0.376208022467649	1
"SpisGene430"	73	44	1.02152374169983	1	0.295447718637331	1	0.657658150387759	1
"SpisGene431"	174	174	1	1	1	1	1	1
"SpisGene432"	62	51	1.10762878632649	1	0.0025958725144059	1	0.02013575526235	1
"SpisGene433"	180	175	1.02829791855179	1	0.00266517834965043	1	0.0205392951813811	1
"SpisGene434"	171	170	1	1	1	1	1	1
"SpisGene435"	14	14	1.03017608080098	1	0.417391699572095	0.0141336487931865	0.892615749644531	0.298341135097319
"SpisGene437"	32	32	1	1	1	1	1	1
"SpisGene438"	53	49	1	1	1	1	1	1
"SpisGene440"	57	55	1	1	1	1	1	1
"SpisGene442"	27	22	1	1	1	1	1	1
"SpisGene443"	16	16	1.11251423642809	1	0.0740417371906086	0.000565749574324859	0.221035073504782	0.0184945037836817
"SpisGene444"	30	30	1.04883991743453	1	0.036776781475566	1	0.13275579554144	1
"SpisGene446"	10	10	1	1	1	1	1	1
"SpisGene447"	39	38	1	1	1	1	1	1
"SpisGene448"	158	156	1	1	1	1	1	1
"SpisGene449"	33	33	1	1	1	1	1	1
"SpisGene450"	62	62	0.98479031851933	1	0.211252302198926	1	0.493798357512867	1
"SpisGene452"	51	50	1	1	1	1	1	1
"SpisGene453"	129	118	1.03493013499678	1	0.156562079888608	1	0.38607498204841	1
"SpisGene455"	17	9	1	1	1	1	1	1
"SpisGene458"	20	10	1	1	1	1	1	1
"SpisGene459"	154	143	1.01572887545753	1	0.0184502719419744	1	0.0815254839158535	1
"SpisGene460"	30	28	0.96547260766952	1	0.00484524765860925	1	0.0311275562624392	1
"SpisGene462"	58	58	1	1	1	1	1	1
"SpisGene465"	30	26	1	1	1	1	1	1
"SpisGene466"	19	19	0.907816699790679	1	0.00771210252480206	0.000111221261851485	0.0433175469740783	0.00456501490310429
"SpisGene468"	44	40	1	1	1	1	1	1
"SpisGene476"	6	6	1.05070258221601	1	0.0999642892411808	1	0.275874479291828	1
"SpisGene478"	10	10	1.12400532935256	1	0.409059022602392	0.0139288433198557	0.875979147532311	0.294579087157713
"SpisGene479"	119	118	1.032674766844	1	0.0104188369834296	1	0.0540550334505461	1
"SpisGene480"	7	7	1.13610537675915	1	0.182884107126945	1	0.43868434527723	1
"SpisGene483"	101	99	1	1	1	1	1	1
"SpisGene490"	308	279	1	1	1	1	1	1
"SpisGene491"	10	10	1	1	1	1	1	1
"SpisGene492"	83	83	0.952047071803222	1	0.0155645481949686	1	0.0719292423255387	1
"SpisGene493"	59	57	1	1	1	1	1	1
"SpisGene496"	112	105	1.0308125622493	1	0.0462066270110931	1	0.156307033130932	1
"SpisGene497"	102	102	1	1	1	1	1	1
"SpisGene498"	46	46	0.921991494062332	1	0.0282745004316603	1	0.110916111073862	1
"SpisGene499"	55	55	1.06777044711216	1	7.67031215953949e-06	1	0.000240119772180838	1
"SpisGene502"	98	93	1.06921793166014	1	3.08989105589461e-06	1	0.000118076457522152	1
"SpisGene507"	14	8	1	1	1	1	1	1
"SpisGene510"	78	78	1	1	1	1	1	1
"SpisGene511"	206	203	1.01602911337577	1	0.0497233886404012	1	0.165459424465426	1
"SpisGene512"	169	165	1.02851362269195	1	0.000596351386281909	1	0.00697594982712302	1
"SpisGene513"	39	39	0.936725763496615	1	0.0868907794323482	1	0.249707090782496	1
"SpisGene514"	73	72	1.01626957914035	1	0.501510557993213	1	1	1
"SpisGene516"	18	18	1	1	1	1	1	1
"SpisGene519"	82	80	1.03594288312144	1	0.0538204366298755	1	0.175011173336937	1
"SpisGene521"	78	74	1	1	1	1	1	1
"SpisGene522"	18	18	1	1	1	1	1	1
"SpisGene523"	52	52	1.0303610766998	1	0.00323847186257906	1	0.0235645076697972	1
"SpisGene524"	94	94	1.01193876508906	1	0.168683007334935	1	0.409674575342045	1
"SpisGene525"	127	123	0.988454966884586	1	0.0484493073814328	1	0.162210037583395	1
"SpisGene529"	36	35	0.958012552985282	1	0.515112938607442	1	1	1
"SpisGene531"	53	50	1	1	1	1	1	1
"SpisGene532"	32	28	0.864145241692861	1	2.6761214078228e-07	1	1.46815729908378e-05	1
"SpisGene533"	111	110	1	1	1	1	1	1
"SpisGene536"	33	33	0.976743860300976	1	0.0842398848448366	1	0.243873146251431	1
"SpisGene537"	129	129	1.02446145210562	1	0.00608521686175352	1	0.0364520936551094	1
"SpisGene538"	79	78	1.03170600958924	1	0.215788733641238	1	0.502379926841356	1
"SpisGene539"	51	50	1	1	1	1	1	1
"SpisGene542"	15	11	0.905601670700766	1	0.961382171001412	0.00143328394295949	1	0.042020245121368
"SpisGene543"	28	28	0.970318830988614	1	0.0605394131597724	1	0.190758537570827	1
"SpisGene544"	123	119	1.02112814005058	1	0.476261497457575	1	1	1
"SpisGene545"	156	153	1.01707131898191	1	0.753218126952141	1	1	1
"SpisGene546"	40	40	1.03429530074025	1	0.0572889197604932	1	0.183014069987255	1
"SpisGene548"	297	289	1	1	1	1	1	1
"SpisGene550"	16	10	1	1	1	1	1	1
"SpisGene553"	77	70	0.962437313030543	1	0.020967270404073	1	0.0893345984690262	1
"SpisGene556"	47	42	1	1	1	1	1	1
"SpisGene557"	67	67	0.973453359496302	1	0.192572392758686	1	0.458450538464394	1
"SpisGene560"	24	13	1	1	1	1	1	1
"SpisGene563"	9	7	1.49190283400806	1	0.00335827133887914	1	0.024072679804307	1
"SpisGene568"	18	18	0.944461997907743	1	0.0145449525388085	1	0.0683794274075588	1
"SpisGene569"	108	104	1	1	1	1	1	1
"SpisGene571"	29	29	1	1	1	1	1	1
"SpisGene573"	112	112	1	1	1	1	1	1
"SpisGene577"	67	67	1	1	1	1	1	1
"SpisGene578"	146	143	1	1	1	1	1	1
"SpisGene579"	65	62	1.14380947998636	1	1.13726913529375e-08	1	1.05026804644377e-06	1
"SpisGene580"	159	147	0.502943171875257	1	7.10762802113084e-137	1	7.8766733730172e-133	1
"SpisGene581"	38	37	1.08620143983178	1	0.00184703177690741	1	0.0156345227082806	1
"SpisGene582"	76	75	1	1	1	1	1	1
"SpisGene583"	153	150	1	1	1	1	1	1
"SpisGene584"	101	100	1.02863228387557	1	0.00532425720008281	1	0.0332039495167798	1
"SpisGene585"	26	26	1	1	1	1	1	1
"SpisGene588"	56	56	1.03193942993407	1	0.00155751772391183	1	0.0137533158696342	1
"SpisGene589"	52	51	1.0052369456268	1	0.0017295884511502	1.14529232196355e-06	0.0149510914318616	9.26432811094893e-05
"SpisGene590"	175	170	1.01496075737232	1	0.73665854113737	1	1	1
"SpisGene591"	133	131	1	1	1	1	1	1
"SpisGene594"	20	20	1	1	1	1	1	1
"SpisGene595"	113	113	1.01633878832291	1	0.0165105913333208	1	0.0753584732931882	1
"SpisGene596"	12	12	0.910468307492892	1	0.00545044207213102	1	0.0338385428814319	1
"SpisGene597"	48	44	1.03130336084817	1	0.230543171222821	1	0.531712679186534	1
"SpisGene598"	246	244	1.01053098929509	1	0.203013638920376	1	0.477765374074241	1
"SpisGene599"	61	50	0.942284165216673	1	0.0897341189615872	1	0.255441434968484	1
"SpisGene600"	132	119	1.0703707598251	1	0.00312365706982286	1	0.0229159439148938	1
"SpisGene601"	181	181	1.02011067630738	1	0.317773691322911	1	0.7008095616399	1
"SpisGene602"	156	150	1.01245140024512	1	0.0671129791733176	1	0.206424100804526	1
"SpisGene604"	48	48	1	1	1	1	1	1
"SpisGene605"	42	38	1	1	1	1	1	1
"SpisGene606"	27	24	1	1	1	1	1	1
"SpisGene608"	205	205	1	1	1	1	1	1
"SpisGene610"	241	239	0.983106688685116	1	0.0225425873104262	1	0.093904923415093	1
"SpisGene612"	19	10	0.987865448859345	1	0.0514598973561657	0.0168330404963695	0.169523954370104	0.345451397742161
"SpisGene613"	23	7	1	1	1	1	1	1
"SpisGene615"	236	234	1	1	1	1	1	1
"SpisGene616"	56	56	1	1	1	1	1	1
"SpisGene617"	67	66	0.985515367242613	1	0.155954594445075	1	0.385026859705431	1
"SpisGene618"	43	42	1	1	1	1	1	1
"SpisGene619"	58	57	1.03466044904503	1	0.0483374908479956	1	0.161884579503623	1
"SpisGene620"	25	24	1.18470651318974	1	0.00974381160909548	0.00161519137936453	0.0515176146240439	0.0467351197548766
"SpisGene622"	142	137	1.01634804481069	1	0.0246856960074523	1	0.100317888945576	1
"SpisGene623"	14	14	0.952732739470343	1	0.0367300607285777	1	0.132673576595208	1
"SpisGene624"	286	285	1	1	1	1	1	1
"SpisGene625"	360	355	1.01153620335447	1	0.000817495003241811	1	0.00872782237565101	1
"SpisGene627"	50	48	1.05721933801977	1	0.00962877827946666	1	0.0511044640292383	1
"SpisGene628"	39	37	0.906975625774856	1	0.0167035277108591	1	0.0760199154380865	1
"SpisGene629"	185	181	1	1	1	1	1	1
"SpisGene640"	82	54	1	1	1	1	1	1
"SpisGene643"	192	180	1	1	1	1	1	1
"SpisGene644"	57	53	1	1	1	1	1	1
"SpisGene646"	68	66	0.974941391008963	1	0.052263855773328	1	0.171213876079132	1
"SpisGene647"	409	407	1.0182346975466	1	0.000536198753098446	1	0.00644485312563664	1
"SpisGene654"	177	160	1	1	1	1	1	1
"SpisGene657"	121	121	1.01528567933591	1	0.0103958154473017	1	0.0539861418870653	1
"SpisGene658"	139	139	1.01861406751147	1	0.00845177800864093	1	0.0464135797283245	1
"SpisGene659"	117	116	1	1	1	1	1	1
"SpisGene660"	11	11	1	1	1	1	1	1
"SpisGene661"	15	10	0.803380291680987	1	0.0136488624597657	1	0.0654724862490401	1
"SpisGene662"	48	47	1	1	1	1	1	1
"SpisGene664"	66	65	1	1	1	1	1	1
"SpisGene667"	143	136	1.01763497251194	1	0.403131888889499	1	0.86445580353588	1
"SpisGene668"	121	119	1	1	1	1	1	1
"SpisGene669"	99	82	1.17102607158638	1	8.50503863092886e-06	1	0.000258226953720421	1
"SpisGene670"	938	908	0.979455582022312	1	0.0431176944268014	1	0.148856788049163	1
"SpisGene672"	137	135	1.01106634450039	1	0.102231619679883	1	0.279874211781734	1
"SpisGene686"	73	11	1	1	1	1	1	1
"SpisGene696"	40	14	0.836823640226013	1	0.210877970081988	0.01247508792685	0.493027355368901	0.268444513408449
"SpisGene697"	1042	944	1.00825037376406	1	0.0098090168542572	1	0.051714331483767	1
"SpisGene699"	67	66	1.01975235908821	1	0.0807597107193018	1	0.235948612169351	1
"SpisGene700"	56	55	1.10512137269933	1	0.000616581277722668	1	0.00713441932640562	1
"SpisGene701"	111	106	0.95369826237755	1	0.00046592833480484	1	0.00573713089589692	1
"SpisGene702"	258	258	1	1	1	1	1	1
"SpisGene703"	22	22	1.03409668890395	1	0.16437573881388	1	0.401059431425675	1
"SpisGene708"	75	75	1.02142378049562	1	0.0345458708288605	1	0.126954380351706	1
"SpisGene709"	8	8	0.89997174841106	1	0.211852645694695	0.0370026623980365	0.494888494854261	0.690004878538148
"SpisGene710"	47	47	1.08237201144994	1	3.62969143883557e-05	1	0.000796519614359918	1
"SpisGene711"	129	126	1	1	1	1	1	1
"SpisGene714"	141	134	0.963182926940958	1	0.112361450492203	1	0.300262742791078	1
"SpisGene715"	78	77	1	1	1	1	1	1
"SpisGene717"	115	113	0.969018219466344	1	0.121484367350186	1	0.318196586852934	1
"SpisGene725"	539	530	1	1	1	1	1	1
"SpisGene729"	391	373	1	1	1	1	1	1
